sr_No,Ticker,Company,sector,industry,country,market_Cap,P_E_Ratio,Price,Change,Volume,P_S_Ratio,P_B_Ratio,P_C_Ratio,Dividend,ROA,ROE,ROI,Debt_Eq,Outstanding,Float,Insider_Own,Insider_Trans,Inst_Own,Inst_Trans,Float_Short,Short_Ratio,Perf_Week,Perf_Month,Perf_Quart,Perf_Half,Perf_Year,Perf_YTD,Volatility_Week,Volatility_Month,Recom,Beta,ATR,SMA20,SMA50,SMA200,52W_High,52W_Low,RSI,Price
315,MO,Altria Group Inc.,Consumer Goods,Cigarettes,USA,124.26B,7.99,63.91,0.0002,7289274,4.83,10.06,48.13,0.0413,34.50%,125.00%,53.30%,0,1.94B,1.90B,0.001,-0.0283,0.628,-0.0004,0.0076,2.01,-0.0156,0.0016,-0.0315,-0.0962,-0.0178,-0.0549,0.0151,0.0156,2.1,0.64,0.99,-0.0098,0.0035,-0.0885,-0.1784,0.065,48.1,63.91
316,MON,Monsanto Company,Basic Materials,Agricultural Chemicals,USA,52.63B,23.62,119.87,-0.0046,2333293,3.6,8.06,31.37,0.018,9.20%,36.60%,17.80%,1.51,439.07M,437.71M,0.002,-0.1448,0.778,0.0004,0.0077,1.75,-0.0136,0.0001,0.0206,0.0329,0.2131,0.1393,0.006,0.0041,2.5,1.04,0.65,-0.011,0.003,0.0315,-0.0238,0.2313,40.41,119.87
317,MOS,The Mosaic Company,Basic Materials,Agricultural Chemicals,USA,7.94B,53.41,22.38,-0.004,4462243,1.11,0.81,12.02,0.0268,0.90%,1.50%,2.90%,0.4,354.74M,350.40M,0.001,0.1102,0.811,0.0031,0.0605,5.11,0.0688,0.0342,0.0187,-0.0493,-0.0733,-0.237,0.0267,0.0232,3,1.25,0.58,0.0452,0.0687,-0.0995,-0.3487,0.1638,62.55,22.38
318,MPC,Marathon Petroleum Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,31.91B,19.45,62.2,0.0005,3657489,0.45,2.53,22.01,0.0232,2.70%,9.10%,7.30%,1,513.00M,501.12M,0.002,-0.042,0.816,0.0019,0.0205,2.52,0.0638,0.1058,0.133,0.2115,0.5104,0.2354,0.0228,0.0178,1.8,1.58,1.13,0.0832,0.1251,0.1852,-0.0022,0.5546,80.98,62.2
319,MRK,Merck & Co. Inc.,Healthcare,Drug Manufacturers - Major,USA,162.74B,30.53,56.06,0.0125,9801081,4.07,3.88,13.6,0.0335,5.30%,12.50%,6.40%,0.63,2.90B,2.73B,0.0005,-0.0038,0.753,-0.0013,0.007,2.14,-0.0374,-0.1322,-0.1079,-0.1242,-0.0406,-0.0477,0.0166,0.0136,2.3,0.83,1.07,-0.0897,-0.1154,-0.1188,-0.1608,0.0303,21.69,56.06
320,MRO,Marathon Oil Corporation,Basic Materials,Independent Oil & Gas,USA,13.24B,-,15.58,0.0091,17525201,2.89,1.07,-,0.0128,-23.70%,-43.30%,-7.30%,0.59,850.00M,847.96M,0.0022,0,0.828,0.0019,0.0403,2.68,0.1282,0.1225,0.2615,0.0679,0.1011,-0.0999,0.0352,0.0254,2.4,2.38,0.4,0.1211,0.2085,0.1257,-0.1919,0.4768,80.99,15.58
321,MS,Morgan Stanley,Financial,Investment Brokerage - National,USA,91.17B,13.82,50.02,-0.0079,5904158,2.14,1.27,3.65,0.02,0.80%,9.10%,1.30%,5.65,1.82B,1.40B,0.001,-0.2263,0.632,-0.0013,0.0118,2.07,-0.0223,0.0079,0.0354,0.1627,0.5245,0.1839,0.0174,0.0167,2.3,1.66,0.87,0.0024,0.0412,0.1034,-0.0291,0.5362,56.74,50.02
322,MSFT,Microsoft Corporation,Technology,Business Software & Services,USA,648.55B,28.46,84.14,0.0011,17624457,6.9,7.23,4.69,0.02,9.70%,29.20%,11.70%,0.95,7.71B,7.60B,0.014,-0.1509,0.753,-0.0003,0.0066,2.57,0.0039,0.1075,0.1622,0.2205,0.421,0.354,0.014,0.0106,1.9,0.99,1.21,0.0635,0.1045,0.1994,-0.0239,0.4689,83.84,84.14
323,MSI,Motorola Solutions Inc.,Technology,Communication Equipment,USA,15.37B,24.89,94.25,0.047,1576912,2.48,-,19.41,0.0199,7.70%,-70.30%,22.70%,-,163.10M,162.12M,0.001,-0.2832,0.911,0.0055,0.0504,8.7,0.0336,0.0959,0.0566,0.1275,0.3221,0.137,0.0192,0.0144,2.1,0.32,1.38,0.0491,0.0781,0.1037,0.0053,0.323,74.01,94.25
324,MTB,M&T Bank Corporation,Financial,Regional - Northeast Banks,USA,25.61B,19.75,168.76,-0.0016,747424,4.89,1.7,3.26,0.0178,-,-,10.20%,0.57,151.73M,143.09M,0.017,-0.0176,0.81,0.0015,0.0135,2.94,0.0056,0.0445,0.0314,0.0554,0.39,0.0788,0.0129,0.014,3,0.84,2.36,0.0247,0.0718,0.0567,-0.0286,0.4027,75.31,168.76
325,MTD,Mettler-Toledo International Inc.,Healthcare,Medical Instruments & Supplies,USA,16.31B,39.73,646,-0.0381,391637,6.25,36.01,111.45,-,19.60%,94.30%,28.90%,2.1,25.24M,25.10M,0.004,-0.5006,0.972,-0.0006,0.0195,4.32,-0.0486,0.0018,0.1107,0.1906,0.6233,0.5434,0.0218,0.0157,2.4,1.11,11.96,-0.0294,0.0123,0.1591,-0.0698,0.6329,43.68,646
326,MU,Micron Technology Inc.,Technology,Semiconductor- Memory Chips,USA,49.48B,10.11,43.71,-0.0142,27609851,2.43,2.6,9.12,-,15.80%,33.20%,19.20%,0.6,1.13B,1.09B,0.002,-0.1661,0.813,0.0096,0.0503,1.68,0.07,0.1102,0.5289,0.5577,1.63,0.9941,0.0364,0.0294,1.8,1.75,1.29,0.0509,0.166,0.4392,-0.0357,1.6571,68.11,43.71
327,MYL,Mylan N.V.,Healthcare,Drugs - Generic,USA,19.27B,29.14,35.72,0.0108,5467334,1.6,1.49,25.76,-,1.90%,5.60%,3.20%,1.17,539.36M,506.70M,0.002,-0.0314,0.752,0.0009,0.0513,3.45,-0.0686,-0.058,0.1163,-0.0444,0.0463,-0.0637,0.0487,0.0284,2.2,1.38,1.35,-0.0594,0.0372,-0.0474,-0.2213,0.2154,45.31,35.72
328,NAVI,Navient Corporation,Financial,Credit Services,USA,3.38B,6.72,12.22,-0.0113,3923152,2.37,0.97,2.93,0.0524,0.50%,16.20%,0.60%,32.4,276.41M,271.42M,0.004,-0.0203,0.996,-0.0011,0.042,3.36,0.0312,-0.0305,-0.1601,-0.171,-0.0763,-0.2562,0.0422,0.0374,2.5,2.39,0.49,0.0112,-0.081,-0.1632,-0.3192,0.0644,46.81,12.22
329,NBL,Noble Energy Inc.,Basic Materials,Independent Oil & Gas,USA,13.24B,-,28.3,0.0162,5889438,3.3,1.39,24.51,0.0141,-8.70%,-19.80%,-3.10%,0.75,467.75M,467.75M,0.0119,-0.0034,0.959,0.0236,0.041,3.72,0.0125,-0.0187,0.1081,-0.0941,-0.2417,-0.2564,0.031,0.0256,2.1,1.18,0.76,0.0229,0.0604,-0.0758,-0.3267,0.2312,57.67,28.3
330,NDAQ,Nasdaq Inc.,Financial,Diversified Investments,USA,12.07B,47.82,72.4,-0.0105,686543,3.08,2.15,18.4,0.021,1.00%,2.60%,2.60%,0.64,166.68M,135.65M,0.003,-0.0686,0.773,0.0053,0.0213,2.93,0.0008,-0.0676,-0.0348,0.0801,0.1284,0.0787,0.0133,0.0164,2.6,0.78,1.08,-0.0161,-0.0337,0.0103,-0.0755,0.1427,40.52,72.4
331,NEE,NextEra Energy Inc.,Utilities,Electric Utilities,USA,71.65B,17.16,152.65,0.0186,3085051,4.24,2.71,51.89,0.0257,4.50%,16.40%,5.80%,1.32,469.40M,468.55M,0.001,-0.256,0.781,-0.0017,0.0134,4.28,-0.0205,0.0331,0.0378,0.1312,0.2326,0.2778,0.0202,0.0138,1.8,0.31,2.26,0.0024,0.0173,0.0964,-0.0265,0.3816,52.28,152.65
332,NEM,Newmont Mining Corporation,Basic Materials,Gold,USA,19.22B,51.71,36.04,-0.0121,3428045,2.67,1.72,6.31,0.0083,0.40%,0.80%,-4.10%,0.36,533.42M,531.66M,0.002,-0.0688,0.833,-0.0113,0.0148,1.71,0.0067,-0.0503,-0.0036,0.1028,-0.0453,0.0578,0.0197,0.0198,2.3,0.12,0.73,-0.0345,-0.0456,0.0219,-0.0905,0.1938,36.87,36.04
333,NFLX,Netflix Inc.,Services,CATV Systems,USA,86.49B,202.44,200.01,0.0035,3671561,7.95,25.98,49.52,-,2.90%,14.60%,5.00%,1.47,432.40M,424.92M,0.001,-0.6859,0.826,-0.0007,0.0622,3.78,0.0024,0.0289,0.103,0.279,0.6375,0.6156,0.0158,0.0212,2.2,1.4,4.16,0.0162,0.0725,0.2319,-0.0214,0.8071,61.04,200.01
334,NFX,Newfield Exploration Company,Basic Materials,Independent Oil & Gas,USA,6.10B,20.04,30.66,0.0397,3517128,3.75,5.05,11.15,-,7.00%,29.40%,-27.90%,2.01,199.00M,198.33M,0.008,-0.0257,-,-0.0026,0.0441,3.04,0.0186,0.0062,0.1596,-0.1212,-0.2159,-0.243,0.0479,0.0315,2,1.47,1.01,0.0296,0.079,-0.0401,-0.3868,0.256,59.23,30.66
335,NI,NiSource Inc.,Utilities,Diversified Utilities,USA,8.92B,31.78,27.33,0.0145,3699443,1.88,2.16,498.11,0.0256,1.50%,7.00%,5.60%,2,326.24M,324.76M,0.005,-0.0512,0.844,-0.0029,0.0115,1.91,0.0337,0.0626,0.0368,0.121,0.2344,0.2344,0.0175,0.0135,2.2,0.32,0.4,0.0326,0.0335,0.091,0.0015,0.291,66.09,27.33
336,NKE,NIKE Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories,USA,92.27B,23.8,55.71,0.0107,9438156,2.69,7.61,16.72,0.0129,17.00%,31.90%,25.30%,0.32,1.66B,1.27B,0.019,-0.0221,0.816,-0.0017,0.0208,2.7,-0.0045,0.0677,-0.0682,0.026,0.1202,0.096,0.0143,0.0174,2.4,0.6,0.98,0.0462,0.0494,0.0132,-0.0796,0.1298,65.73,55.71
337,NLSN,Nielsen Holdings plc,Technology,Information & Delivery Services,USA,13.36B,26.05,36.84,0.0008,2203476,2.07,3.08,20.18,0.0369,3.10%,12.20%,6.90%,1.98,362.63M,355.16M,0.002,-0.0703,-,0.0002,0.0645,9.11,-0.0449,-0.1019,-0.1448,-0.0899,-0.1589,-0.1218,0.028,0.0235,2.3,0.97,0.97,-0.0697,-0.0751,-0.0929,-0.1944,0.0279,34.91,36.84
338,NOC,Northrop Grumman Corporation,Industrial Goods,Aerospace/Defense - Major Diversified,USA,52.57B,22.48,301.66,0.001,517318,2.06,8.09,27.99,0.0133,9.10%,40.70%,20.10%,0.96,174.27M,173.23M,0.003,-0.1492,0.831,0.002,0.011,2.73,0.0134,0.0307,0.119,0.2108,0.3375,0.297,0.0132,0.0125,2.3,0.71,3.98,0.0198,0.0625,0.1662,-0.0161,0.3667,65.59,301.66
339,NOV,National Oilwell Varco Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,12.94B,-,33.42,0.0018,2456080,1.89,0.9,8.39,0.006,-11.30%,-17.10%,-12.80%,0.23,387.24M,378.90M,0.001,0,0.933,0.0006,0.0818,10.02,0.0057,-0.0724,0.0513,-0.0182,0.0324,-0.1074,0.0295,0.0216,2.9,1,0.82,-0.0257,-0.012,-0.0477,-0.234,0.1177,44.54,33.42
340,NRG,NRG Energy Inc.,Utilities,Diversified Utilities,USA,8.73B,-,27.62,0.0635,11412965,0.75,8.55,11.61,0.0043,-4.70%,-71.20%,0.50%,16.54,316.00M,314.61M,0.006,0,0.923,-0.0401,0.0566,3.22,0.09,0.0802,0.1273,0.8675,1.7266,1.2529,0.046,0.0271,1.6,1.28,0.83,0.0842,0.1104,0.3748,0.0066,1.8069,69.6,27.62
341,NSC,Norfolk Southern Corporation,Services,Railroads,USA,37.19B,20.73,130.36,-0.0135,1229410,3.59,2.98,57.93,0.0187,4.90%,13.70%,9.50%,0.78,285.29M,283.29M,0.0017,-0.0688,0.723,-0.0021,0.0122,2.24,-0.0246,-0.0058,0.1249,0.1262,0.4207,0.2063,0.0146,0.0165,2.6,1.36,2.24,-0.0082,0.0149,0.0799,-0.0309,0.4281,49.27,130.36
342,NTAP,NetApp Inc.,Technology,Data Storage Devices,USA,12.05B,21.31,44.24,-0.0002,2057754,2.17,4.32,2.26,0.0181,6.30%,21.10%,10.70%,0.86,272.27M,269.58M,0.001,-0.4083,0.966,-0.0003,0.0477,4.59,0.0052,-0.007,0.0351,0.1024,0.3633,0.2543,0.0158,0.0149,2.6,1.15,0.68,0.0024,0.0476,0.0804,-0.0221,0.4572,57.8,44.24
343,NTRS,Northern Trust Corporation,Financial,Asset Management,USA,21.75B,20.86,94.39,0.004,1074724,3.99,2.32,4.13,0.0178,0.80%,11.40%,0.90%,12.71,230.44M,228.38M,0.004,-0.4442,0.836,0.0005,0.0076,1.42,-0.0034,0.0153,0.0691,0.0381,0.3041,0.06,0.0145,0.0182,2.6,0.96,1.62,0.0044,0.0332,0.0528,-0.0494,0.3121,56.8,94.39
344,NUE,Nucor Corporation,Basic Materials,Steel & Iron,USA,18.60B,17.07,58,-0.0077,1955711,1.07,2.22,11.91,0.026,7.00%,13.60%,8.50%,0.52,320.71M,318.09M,0.005,-0.0283,0.794,-0.003,0.0141,1.97,-0.025,0.0235,0.0024,-0.0312,0.189,-0.0255,0.0165,0.0189,2.1,1.62,1.14,-0.001,0.0326,-0.0086,-0.1471,0.2026,52.12,58
345,NVDA,NVIDIA Corporation,Technology,Semiconductor - Specialized,USA,121.39B,59.75,208.69,0.0134,8808236,14.55,20.85,20.65,0.0027,23.90%,39.40%,19.80%,0.35,581.66M,573.18M,0.005,-0.2749,0.678,-0.0016,0.0256,0.94,0.0338,0.1545,0.2109,1.0307,2.0708,0.9551,0.0204,0.0211,2.4,1.18,4.2,0.0619,0.143,0.4654,-0.0061,2.1347,75.52,208.69
346,NWL,Newell Brands Inc.,Consumer Goods,Housewares & Accessories,USA,15.23B,12.34,30.77,0.0253,18719535,0.99,1.22,19.52,0.0299,3.60%,10.30%,3.30%,0.93,495.00M,485.48M,0.003,-0.0022,0.948,-0.0022,0.0481,4.12,-0.2307,-0.2975,-0.4003,-0.4075,-0.3537,-0.3109,0.0482,0.0246,2,1.2,1.52,-0.2486,-0.285,-0.3621,-0.4414,0.036,16.57,30.77
347,NWS,News Corporation,Services,Broadcasting - TV,USA,-,-,14.2,0.0107,299757,-,0.77,-,0.0141,-,-,-,-,-,500.83M,0.3944,-,0.2907,-,0.0032,3.6,0.0179,0.0365,-0.0405,0.084,0.1687,0.2034,0.018,0.0149,-,-,0.23,0.0185,0.0342,0.0485,-0.047,0.2622,58.62,14.2
348,NWSA,News Corporation,Services,Broadcasting - TV,USA,8.14B,-,13.87,0.0051,2278455,1,0.75,4.04,0.0144,-5.00%,-6.70%,-5.80%,0.04,586.84M,501.63M,0.0059,0,0.96,0.0011,0.0151,4.63,0.0131,0.0328,-0.0328,0.0844,0.1724,0.2103,0.0157,0.0139,2.5,2,0.19,0.0183,0.0351,0.0529,-0.0425,0.2621,60.84,13.87
349,O,Realty Income Corporation,Financial,REIT - Retail,USA,14.99B,45.3,55.18,0.0047,1554434,12.56,2.07,4683.23,0.046,2.40%,4.70%,2.40%,0.79,271.59M,265.64M,0.001,-0.0583,0.712,0.0011,0.0739,12.19,0.0232,-0.0324,-0.0395,-0.009,-0.0242,-0.04,0.0181,0.0145,2.8,0.3,0.86,-0.0066,-0.033,-0.044,-0.1324,0.0467,44.73,55.18
350,OI,Owens-Illinois Inc.,Consumer Goods,Packaging & Containers,USA,3.89B,15.99,23.89,0.0029,807876,0.57,4.73,11.48,-,2.50%,43.50%,4.20%,6.84,162.87M,161.76M,0.003,-0.0138,0.995,-0.0036,0.0263,3.35,-0.0008,-0.0624,-0.0153,0.1076,0.2927,0.3722,0.0168,0.02,2.7,1.53,0.51,-0.0385,-0.0315,0.0617,-0.0776,0.3801,40.24,23.89
351,OKE,ONEOK Inc.,Utilities,Gas Utilities,USA,19.77B,32.8,52.65,-0.0131,2108014,1.88,2.06,59.47,0.0566,2.10%,22.60%,11.10%,1.78,375.44M,375.44M,0.005,-0.0011,0.536,0.0182,0.0341,4.29,-0.0264,-0.0714,-0.0079,0.0315,0.1337,-0.0829,0.0232,0.0194,2.6,1.34,1.13,-0.0477,-0.049,-0.0176,-0.1147,0.1436,32.48,52.65
352,OMC,Omnicom Group Inc.,Services,Advertising Agencies,USA,15.66B,13.19,66.21,0.0003,1820559,1.02,6.07,8.46,0.0332,5.30%,52.10%,19.80%,1.97,236.59M,228.82M,0.005,-0.0204,-,0.006,0.1101,11.75,-0.0343,-0.133,-0.1625,-0.2092,-0.1643,-0.2221,0.0241,0.0233,3,1.24,1.73,-0.0812,-0.0937,-0.1784,-0.2615,0.0041,27.8,66.21
353,ORCL,Oracle Corporation,Technology,Application Software,USA,206.42B,21.87,50.18,-0.002,15814380,5.39,3.73,3.09,0.0151,7.50%,18.60%,9.50%,0.94,4.11B,3.05B,0.27,-0.0019,0.595,0.0018,0.0084,1.77,-0.0138,0.026,0.0109,0.1014,0.3098,0.3051,0.0111,0.0113,2,1.06,0.58,0.0149,0.0126,0.0786,-0.0557,0.3332,52.7,50.18
354,ORLY,O'Reilly Automotive Inc.,Services,Auto Parts Stores,USA,19.13B,18.09,212.5,-0.0094,1196532,2.15,22,721.94,-,14.30%,72.00%,31.30%,3,90.03M,87.16M,0.005,-0.0923,0.988,0.0001,0.0622,4.46,-0.0209,0.0063,0.0361,-0.1628,-0.1884,-0.2367,0.0249,0.028,2,0.8,5.72,0.0132,0.0259,-0.0837,-0.2585,0.2542,53.92,212.5
355,OXY,Occidental Petroleum Corporation,Basic Materials,Independent Oil & Gas,USA,52.21B,455.07,68.26,0.0053,6364604,4.52,2.48,23.54,0.0451,0.30%,0.50%,-3.50%,0.47,764.90M,762.10M,0.003,0.006,0.831,0.0005,0.0119,2.47,0.0493,0.0608,0.104,0.1264,0.012,-0.0417,0.018,0.0138,2.7,0.66,1.05,0.0511,0.0814,0.0893,-0.0714,0.1934,73.37,68.26
356,PAYX,Paychex Inc.,Services,Staffing & Outsourcing Services,USA,22.69B,27.98,63.99,-0.0085,1567073,7.13,11.81,61.62,0.0313,12.00%,43.50%,41.50%,0.03,354.55M,320.10M,0.107,-0.0057,0.698,-0.0018,0.0453,7.13,-0.0216,0.0117,0.1439,0.1021,0.1887,0.0511,0.0129,0.0121,3.1,0.97,0.89,0.0008,0.0553,0.0793,-0.0248,0.2125,58.14,63.99
357,PBCT,People's United Financial Inc.,Financial,Savings & Loans,USA,6.35B,20.34,18.49,-0.007,1795819,5.13,1.14,6.38,0.0373,0.70%,5.60%,13.60%,0.17,343.29M,341.19M,0.002,-0.427,0.802,-0.0045,0.0706,11.23,-0.0227,0.0159,0.0626,0.0572,0.1392,-0.0449,0.0178,0.015,3.2,0.83,0.31,-0.0001,0.0454,0.0375,-0.0815,0.1582,57.66,18.49
358,PCAR,PACCAR Inc,Consumer Goods,Trucks & Other Vehicles,USA,25.13B,18.29,71.32,-0.0089,2312633,1.39,3.35,8.04,0.014,6.70%,20.10%,3.10%,1.14,352.40M,343.88M,0.014,-0.0062,0.643,0.0007,0.0185,3.33,-0.0077,-0.0456,0.0404,0.0754,0.3413,0.1161,0.0226,0.0186,2.6,1.24,1.47,-0.0159,0.0112,0.0576,-0.0576,0.3604,48.9,71.32
359,PCG,PG&E Corporation,Utilities,Electric Utilities,USA,28.93B,13.99,56.8,0.0026,5250125,1.6,1.56,162.52,0.0373,3.00%,11.40%,5.80%,0.99,509.32M,509.32M,0.002,-0.0164,0.84,0.0023,0.0151,1.78,-0.0058,-0.1776,-0.1761,-0.1519,-0.0565,-0.0653,0.0217,0.035,2.4,0.22,1.57,-0.0486,-0.1342,-0.1428,-0.2064,0.1399,32.49,56.8
360,PCLN,The Priceline Group Inc.,Services,Business Services,USA,95.31B,40.25,1894.49,-0.0087,484247,8.3,8.03,15,-,11.00%,22.40%,13.30%,0.73,50.31M,48.94M,0.002,-0.0449,0.967,-0.0001,0.0365,4.13,0.0019,-0.0079,-0.0725,-0.0049,0.3174,0.2922,0.0133,0.0114,2,1.43,25.22,-0.0147,0.01,0.0383,-0.0839,0.3321,47.1,1894.49
361,PDCO,Patterson Companies Inc.,Services,Medical Equipment Wholesale,USA,3.72B,20.68,36.15,0.005,2109735,0.67,2.44,37.29,0.0288,4.60%,11.70%,8.50%,0.85,102.95M,82.06M,0.004,-0.0289,0.921,0.0049,0.178,10.19,-0.0155,-0.061,-0.0785,-0.1893,-0.2034,-0.1189,0.0232,0.0223,2.6,0.98,0.84,-0.0442,-0.0532,-0.145,-0.2662,0.0129,36.68,36.15
362,PEG,Public Service Enterprise Group Incorporated,Utilities,Diversified Utilities,USA,25.38B,56.59,50.31,0.0104,2412932,2.74,1.97,59.03,0.0342,1.10%,3.40%,4.60%,0.97,504.56M,504.56M,0.002,-0.2588,0.681,-0.0147,0.0212,4.13,0.0166,0.0603,0.1011,0.1534,0.228,0.1465,0.0177,0.0129,2.4,0.42,0.67,0.0295,0.062,0.1163,0.0024,0.2808,76.83,50.31
363,PEP,Pepsico Inc.,Consumer Goods,Beverages - Soft Drinks,USA,156.93B,22.77,110.22,0.0015,1713306,2.47,11.68,8.59,0.0292,9.20%,56.90%,13.80%,2.91,1.42B,1.42B,0.001,-0.2892,0.723,0.0017,0.0057,2.27,-0.0034,-0.0021,-0.0576,-0.0265,0.0337,0.0534,0.0076,0.0093,2.4,0.69,1.21,-0.0087,-0.0222,-0.0238,-0.0768,0.119,40.32,110.22
364,PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - Major,USA,212.54B,25.89,35.55,0.0025,8878570,4.06,3.63,14.83,0.036,4.90%,14.00%,7.80%,0.75,5.98B,5.92B,0.0003,-0.1998,0.713,-0.0003,0.0098,3.46,-0.0014,-0.0125,0.0672,0.0628,0.1894,0.0945,0.0186,0.0134,2.5,0.99,0.5,-0.0118,0.0061,0.0521,-0.0334,0.1918,49.4,35.55
365,PFG,Principal Financial Group Inc.,Financial,Life Insurance,USA,19.77B,15.54,68.32,-0.0083,1262025,1.56,1.77,9.85,0.0275,0.60%,12.10%,10.20%,0.28,289.38M,287.01M,0.004,-0.3419,0.696,0.0004,0.0118,3.5,0.0032,0.0263,0.0272,0.0683,0.2811,0.1808,0.0211,0.0148,2.5,1.73,1.1,0.0118,0.0534,0.0726,-0.0156,0.2971,61.42,68.32
366,PG,The Procter & Gamble Company,Consumer Goods,Personal Products,USA,220.81B,23.14,86.58,0.0008,5101365,3.39,4.1,13.79,0.0319,12.70%,28.60%,12.70%,0.64,2.55B,2.52B,0.001,-0.0992,0.614,0.0027,0.0109,4.03,-0.0053,-0.0592,-0.0531,0.0003,-0.0002,0.0297,0.0098,0.0117,2.4,0.67,1.1,-0.0342,-0.053,-0.0345,-0.0855,0.0665,30.43,86.58
367,PGR,The Progressive Corporation,Financial,Property & Casualty Insurance,USA,29.29B,20.95,50.15,0.017,3884802,1.13,3.24,181.92,0.0136,3.50%,14.30%,10.80%,0.38,584.02M,577.25M,0.005,-0.0591,0.813,0.0068,0.0142,2.35,0.0256,0.0224,0.052,0.2358,0.5997,0.4127,0.0141,0.0128,2.4,0.91,0.62,0.0256,0.0486,0.1568,0.0002,0.6183,71.23,50.15
368,PH,Parker-Hannifin Corporation,Industrial Goods,Industrial Equipment & Components,USA,24.82B,25.6,185.38,-0.0093,840811,2.06,4.7,26.86,0.0142,7.20%,20.50%,8.80%,1.12,133.89M,132.69M,0.002,-0.0789,0.833,-0.003,0.0146,2.19,0.0082,0.0458,0.1416,0.1638,0.554,0.3241,0.0173,0.0113,2.1,1.39,2.52,0.0201,0.0664,0.1456,-0.0234,0.5608,67.02,185.38
369,PHM,PulteGroup Inc.,Industrial Goods,Residential Construction,USA,8.82B,14.89,30.31,0.0073,4834300,1.07,2.08,55.74,0.0119,4.60%,10.10%,7.30%,0.79,290.94M,269.31M,0.003,-0.1474,0.918,-0.0012,0.0594,3.66,0.008,0.1143,0.1905,0.3622,0.683,0.6491,0.025,0.0195,2.6,1.17,0.61,0.0709,0.1219,0.2501,-0.0101,0.7134,76.98,30.31
370,PKG,Packaging Corporation of America,Consumer Goods,Packaging & Containers,USA,11.07B,21.42,115.74,-0.004,512971,1.78,5.67,34.5,0.0218,7.90%,25.40%,12.20%,1.38,95.68M,93.19M,0.011,-0.017,0.934,0.0221,0.0326,3.84,-0.0102,-0.0113,0.0578,0.1424,0.4712,0.3645,0.0134,0.0153,2.5,1.85,1.88,-0.0102,0.0018,0.1106,-0.0415,0.4833,47.5,115.74
371,PKI,PerkinElmer Inc.,Healthcare,Medical Laboratories & Research,USA,7.72B,37.87,70.62,-0.0201,863668,3.74,3.18,12.52,0.004,8.30%,16.40%,8.00%,0.45,109.28M,109.05M,0.007,-0.0568,0.973,0.0187,0.0246,4.44,-0.0289,0.0026,0.0733,0.1411,0.4076,0.3542,0.0155,0.0132,2.6,0.77,0.95,-0.0121,0.017,0.1215,-0.0333,0.5572,47.29,70.62
372,PLD,Prologis Inc.,Financial,REIT - Industrial,USA,35.02B,19.92,66.27,0.005,2415032,13.37,2.38,129.03,0.0266,4.80%,9.80%,2.40%,0.75,528.41M,527.24M,0.0087,-0.1035,0.985,-0.0005,0.0145,3.88,0.0244,0.0263,0.0927,0.2093,0.3448,0.2554,0.0153,0.014,2.9,0.95,0.92,0.0246,0.0331,0.1568,0.0003,0.4428,65.21,66.27
373,PM,Philip Morris International Inc.,Consumer Goods,Cigarettes,USA,160.94B,22.64,102.66,-0.0014,3060970,5.87,-,20.99,0.0417,18.30%,-58.00%,49.10%,-,1.57B,1.55B,0.001,-0.0727,0.732,0.0024,0.0049,2.06,-0.031,-0.0796,-0.1139,-0.0885,0.0668,0.1221,0.0106,0.0135,2.4,0.96,1.39,-0.0636,-0.0893,-0.0901,-0.1691,0.183,19.41,102.66
374,PNC,The PNC Financial Services Group Inc.,Financial,Money Center Banks,USA,66.28B,16.9,138.64,0.0017,1003931,6.35,1.46,2.41,0.0216,1.00%,8.20%,8.20%,0.81,478.10M,474.45M,0.0022,-0.035,0.827,0,0.0137,3.35,0.0034,0.0229,0.0574,0.121,0.4609,0.1854,0.0124,0.0135,2.4,0.9,1.85,0.0167,0.0493,0.1034,-0.0042,0.4702,71,138.64
375,PNR,Pentair plc,Industrial Goods,Industrial Equipment & Components,United Kingdom,12.78B,33.03,69.36,-0.0082,838821,2.63,2.51,117.79,0.0199,6.00%,13.10%,6.90%,0.3,184.26M,180.74M,0.001,3.2504,0.92,-0.0038,0.0111,2.45,-0.011,-0.0032,0.1039,0.0495,0.2809,0.237,0.0144,0.0136,2.9,1.39,1.03,-0.0141,0.0342,0.0831,-0.032,0.2892,52.45,69.36
376,PNW,Pinnacle West Capital Corporation,Utilities,Electric Utilities,USA,9.96B,19.72,89.12,0.0136,920684,2.82,2.05,1992.67,0.0312,3.10%,10.50%,6.80%,1,111.80M,111.13M,0.004,-0.2181,0.871,0.001,0.0233,3.92,0.0024,0.0417,0.006,0.0496,0.2008,0.1421,0.0152,0.0118,2.9,0.37,1.14,0.0178,0.0145,0.0445,-0.0198,0.2576,58.95,89.12
377,PPG,PPG Industries Inc.,Basic Materials,Specialty Chemicals,USA,29.84B,23.2,116.53,0.0032,781615,2.05,5.06,12.82,0.0154,10.80%,33.20%,6.50%,0.8,256.07M,253.40M,0.0042,-0.0343,0.773,0.0011,0.0257,4.81,-0.0119,0.031,0.1083,0.0747,0.2701,0.2297,0.0101,0.0133,2.3,1.59,1.51,0.0125,0.0577,0.0893,-0.0277,0.2823,64.34,116.53
